"","leader","screenName"
"1412","ChampionsLeague","TinchyStryder"
"1413","ChampionsLeague","ButraguenoRM"
"1414","ChampionsLeague","LucianoVietto"
"1415","ChampionsLeague","ElNennyM"
"1416","ChampionsLeague","JKCorden"
"1417","ChampionsLeague","btsportfootball"
"1418","ChampionsLeague","Milicevic_D"
"1419","ChampionsLeague","J_Green37"
"1420","ChampionsLeague","joshuabrenet"
"1421","ChampionsLeague","NicolaiLisberg"
"1422","ChampionsLeague","UEFAcomNickA"
"1423","ChampionsLeague","LSalino30"
"1424","ChampionsLeague","MarcoFabian_10"
"1425","ChampionsLeague","bayer04_en"
"1426","ChampionsLeague","Miralem_Pjanic"
"1427","ChampionsLeague","wilfriedbony"
"1428","ChampionsLeague","philipplahm"
"1429","ChampionsLeague","JordiCruyff"
"1430","ChampionsLeague","ToniRuediger"
"1431","ChampionsLeague","kennethdalglish"
"1432","ChampionsLeague","VladiW7"
"1433","ChampionsLeague","UEFAcomVjekoP"
"1434","ChampionsLeague","QuintonFortune"
"1435","ChampionsLeague","LAYS"
"1436","ChampionsLeague","Lucio_L3"
"1437","ChampionsLeague","HayleyMcQueen"
"1438","ChampionsLeague","julenlopetegui"
"1439","ChampionsLeague","hernanes"
"1440","ChampionsLeague","LeminaM_13"
"1441","ChampionsLeague","psveindhoven"
"1442","ChampionsLeague","andrinhopereira"
"1443","ChampionsLeague","kschmeichel1"
"1444","ChampionsLeague","Frans_Hoek"
"1445","ChampionsLeague","UEFAcomBoaz"
"1446","ChampionsLeague","DynamoKyiv"
"1447","ChampionsLeague","Notamendi30"
"1448","ChampionsLeague","raphaelvarane"
"1449","ChampionsLeague","IanWright0"
"1450","ChampionsLeague","AS_Monaco_EN"
"1451","ChampionsLeague","KurtZouma"
"1452","ChampionsLeague","UEFA_Foundation"
"1453","ChampionsLeague","HazardThorgan8"
"1454","ChampionsLeague","mterstegen1"
"1455","ChampionsLeague","21nunogomes"
"1456","ChampionsLeague","lichilopez2"
"1457","ChampionsLeague","FilipMarkec7"
"1458","ChampionsLeague","Cristante"
"1459","ChampionsLeague","nicogaitan"
"1460","ChampionsLeague","carcela_mehdi"
"1461","ChampionsLeague","Serge_aurier"
"1462","ChampionsLeague","MarcoVerratti1"
"1463","ChampionsLeague","Adriien_Rabiiot"
"1464","ChampionsLeague","korayguenter28"
"1465","ChampionsLeague","Albertobueno15"
"1466","ChampionsLeague","JetroWillems_15"
"1467","ChampionsLeague","RaiVloet"
"1468","ChampionsLeague","JRZoet"
"1469","ChampionsLeague","jeffreybruma"
"1470","ChampionsLeague","LuukdeJong9"
"1471","ChampionsLeague","AGuardado18"
"1472","ChampionsLeague","laudepoitre"
"1473","ChampionsLeague","RamanBenito"
"1474","ChampionsLeague","Coulibaly_07"
"1475","ChampionsLeague","moses_simon27"
"1476","ChampionsLeague","FNavarro_3"
"1477","ChampionsLeague","gpaulista5"
"1478","ChampionsLeague","ChrisSmalling"
"1479","ChampionsLeague","JacksonMartinez"
"1480","ChampionsLeague","KikoCasilla13"
"1481","ChampionsLeague","cakpom"
"1482","ChampionsLeague","AngelCorrea32"
"1483","ChampionsLeague","PSV"
"1484","ChampionsLeague","Lucasvazquez91"
"1485","ChampionsLeague","jksheva7"
"1486","ChampionsLeague","AnderHerrera"
"1487","ChampionsLeague","LukeShaw23"
"1488","ChampionsLeague","douglascosta"
"1489","ChampionsLeague","jamosfoundation"
"1490","ChampionsLeague","louissaha08"
"1491","ChampionsLeague","Tomkinstler"
"1492","ChampionsLeague","TheBorisBecker"
"1493","ChampionsLeague","WinstonBogarde5"
"1494","ChampionsLeague","alanshearer"
"1495","ChampionsLeague","Ballack"
"1496","ChampionsLeague","DeBruyneKev"
"1497","ChampionsLeague","DomataPeko"
"1498","ChampionsLeague","saulniguez"
"1499","ChampionsLeague","andy_murray"
"1500","ChampionsLeague","adamsummerton"
"1501","ChampionsLeague","KP24"
"1502","ChampionsLeague","JARiiseOfficial"
"1503","ChampionsLeague","BrahimiOfficial"
"1504","ChampionsLeague","ClaudioReyna"
"1505","ChampionsLeague","kate_abdo"
"1506","ChampionsLeague","ivanrakitic"
"1507","ChampionsLeague","IlkayGuendogan"
"1508","ChampionsLeague","alexmorgan13"
"1509","ChampionsLeague","Johnheitinga"
"1510","ChampionsLeague","UEFAcomRichardM"
"1511","ChampionsLeague","GlennHoddle"
"1512","ChampionsLeague","asmir1"
"1513","ChampionsLeague","sonnyanderson10"
"1514","ChampionsLeague","RRWWE"
"1515","ChampionsLeague","diegocosta"
"1516","ChampionsLeague","M_A_Moya"
"1517","ChampionsLeague","paolomenicucci"
"1518","ChampionsLeague","NYCFC"
"1519","ChampionsLeague","muniesa92"
"1520","ChampionsLeague","6_LKOSCIELNY"
"1521","ChampionsLeague","amirkingkhan"
"1522","ChampionsLeague","adidassoccer"
"1523","ChampionsLeague","Calum5SOS"
"1524","ChampionsLeague","HeinekenSoccer"
"1525","ChampionsLeague","GaryLineker"
"1526","ChampionsLeague","NiallOfficial"
"1527","ChampionsLeague","BernardoCSilva"
"1528","ChampionsLeague","JuanBernat"
"1529","ChampionsLeague","friedel_b"
"1530","ChampionsLeague","JakeQuickenden"
"1531","ChampionsLeague","PSG_English"
"1532","ChampionsLeague","Heineken_UK"
"1533","ChampionsLeague","OfficialCiro"
"1534","ChampionsLeague","maxwellscherrer"
"1535","ChampionsLeague","adidasCO"
"1536","ChampionsLeague","Cuadrado"
"1537","ChampionsLeague","LigadeCampeones"
"1538","ChampionsLeague","RayClem1"
"1539","ChampionsLeague","AlexandrePato"
"1540","ChampionsLeague","16LucasSilva"
"1541","ChampionsLeague","martinio98"
"1542","ChampionsLeague","BaggioOfficial"
"1543","ChampionsLeague","kobebryant"
"1544","ChampionsLeague","JamesArthur23"
"1545","ChampionsLeague","ArdaTuran"
"1546","ChampionsLeague","kelviiin93"
"1547","ChampionsLeague","jmbartomeu"
"1548","ChampionsLeague","UEFAcomNunoT"
"1549","ChampionsLeague","vanehupp"
"1550","ChampionsLeague","diegogodin"
"1551","ChampionsLeague","UEFAcomDerekB"
"1552","ChampionsLeague","ToldoFrancesco"
"1553","ChampionsLeague","emimartinezz1"
"1554","ChampionsLeague","lewy_official"
"1555","ChampionsLeague","robymancio"
"1556","ChampionsLeague","marquinhos_m5"
"1557","ChampionsLeague","JoaoMoutinho"
"1558","ChampionsLeague","juventusfc"
"1559","ChampionsLeague","OfficialAllegri"
"1560","ChampionsLeague","instagram"
"1561","ChampionsLeague","BTB_Harry"
"1562","ChampionsLeague","javierzanetti"
"1563","ChampionsLeague","neymarjr"
"1564","ChampionsLeague","_nachomonreal"
"1565","ChampionsLeague","YayaToure"
"1566","ChampionsLeague","kmitroglou"
"1567","ChampionsLeague","UEFAcomIanH"
"1568","ChampionsLeague","HHerreramex"
"1569","ChampionsLeague","07RQuaresma"
"1570","ChampionsLeague","HenrikhMkh"
"1571","ChampionsLeague","DietmarHamann"
"1572","ChampionsLeague","petercrouch"
"1573","ChampionsLeague","Douglas_lateral"
"1574","ChampionsLeague","Rafinha"
"1575","ChampionsLeague","bayer04fussball"
"1576","ChampionsLeague","MarkvanBommel6"
"1577","ChampionsLeague","GaizkaMendieta6"
"1578","ChampionsLeague","tsilva3"
"1579","ChampionsLeague","gallinari8888"
"1580","ChampionsLeague","AndreaBargnani"
"1581","ChampionsLeague","Diego11Capel"
"1582","ChampionsLeague","bryanrobson"
"1583","ChampionsLeague","Juninhope08"
"1584","ChampionsLeague","skeitaofficiel"
"1585","ChampionsLeague","SportingCP_en"
"1586","ChampionsLeague","Ronaldo"
"1587","ChampionsLeague","SergiSamper"
"1588","ChampionsLeague","GregaSever"
"1589","ChampionsLeague","FCShakhtar"
"1590","ChampionsLeague","PFC_CSKA_MOSCOW"
"1591","ChampionsLeague","HectorBellerin"
"1592","ChampionsLeague","illarra4"
"1593","ChampionsLeague","jpsorin6"
"1594","ChampionsLeague","PajtimKasami"
"1595","ChampionsLeague","Kuyt"
"1596","ChampionsLeague","Trezegoldavid"
"1597","ChampionsLeague","UEFAcomMattR"
"1598","ChampionsLeague","UEFAcomJoeW"
"1599","ChampionsLeague","JoseMaGimenez13"
"1600","ChampionsLeague","PlayStationEU"
"1601","ChampionsLeague","NissanEurope"
"1602","ChampionsLeague","Louis_Tomlinson"
"1603","ChampionsLeague","Munirhaddadi"
"1604","ChampionsLeague","GioFoot"
"1605","ChampionsLeague","UEFAcomDanR"
"1606","ChampionsLeague","ale_cerci_7"
"1607","ChampionsLeague","didierdrogba"
"1608","ChampionsLeague","1_Muslera_25"
"1609","ChampionsLeague","sandroramirez9"
"1610","ChampionsLeague","KHRiedle"
"1611","ChampionsLeague","BoniekZibi"
"1612","ChampionsLeague","Mo_Farah"
"1613","ChampionsLeague","Clijsterskim"
"1614","ChampionsLeague","DenisSuarez6"
"1615","ChampionsLeague","ian_holyman"
"1616","ChampionsLeague","Rony10Lopes"
"1617","ChampionsLeague","Nissan"
"1618","ChampionsLeague","Casemiro"
"1619","ChampionsLeague","RafaMarquezMX"
"1620","ChampionsLeague","Raul_Jimenez9"
"1621","ChampionsLeague","Carra23"
"1622","ChampionsLeague","Ian_Rush9"
"1623","ChampionsLeague","Fernando_Reges"
"1624","ChampionsLeague","LucasDigne"
"1625","ChampionsLeague","UnaiEmery_"
"1626","ChampionsLeague","Marcano_23"
"1627","ChampionsLeague","Elia22Mangala"
"1628","ChampionsLeague","GrzegKrychowiak"
"1629","ChampionsLeague","UEFAYouthLeague"
"1630","ChampionsLeague","lfc18alberto"
"1631","ChampionsLeague","denilsonshow"
"1632","ChampionsLeague","NavasKeylor"
"1633","ChampionsLeague","MedhiBenatia"
"1634","ChampionsLeague","l_castan"
"1635","ChampionsLeague","CalumChambers95"
"1636","ChampionsLeague","D_Ospina1"
"1637","ChampionsLeague","Deco20oficial"
"1638","ChampionsLeague","Garay_24"
"1639","ChampionsLeague","SinanBytyqi75"
"1640","ChampionsLeague","Hillal_Soudani"
"1641","ChampionsLeague","celticfc"
"1642","ChampionsLeague","MatDebuchy"
"1643","ChampionsLeague","LUISENRIQUE21"
"1644","ChampionsLeague","Alexis_Sanchez"
"1645","ChampionsLeague","Ludovic_Giuly"
"1646","ChampionsLeague","hakanc10"
"1647","ChampionsLeague","jon_flan93"
"1648","ChampionsLeague","matshummels"
"1649","ChampionsLeague","jamesdrodriguez"
"1650","ChampionsLeague","C1audioBravo"
"1651","ChampionsLeague","Benzema"
"1652","ChampionsLeague","LuisSuarez9"
"1653","ChampionsLeague","EuroQualifiers"
"1654","ChampionsLeague","LeeDixon2"
"1655","ChampionsLeague","UEFAcomMPitman"
"1656","ChampionsLeague","ciroimmobile"
"1657","ChampionsLeague","CMetzelder"
"1658","ChampionsLeague","theowalcott"
"1659","ChampionsLeague","paulpogba"
"1660","ChampionsLeague","youridjorkaeff"
"1661","ChampionsLeague","RoberHPlaza"
"1662","ChampionsLeague","JNavas"
"1663","ChampionsLeague","PetrCech"
"1664","ChampionsLeague","22mosalah"
"1665","ChampionsLeague","ThierryHenry"
"1666","ChampionsLeague","vieri_bobo"
"1667","ChampionsLeague","oscar8"
"1668","ChampionsLeague","Simeone"
"1669","ChampionsLeague","UEFAcomJoseP"
"1670","ChampionsLeague","Jesanchez3"
"1671","ChampionsLeague","UEFAcomTrevorH"
"1672","ChampionsLeague","TheRealBozza"
"1673","ChampionsLeague","atletienglish"
"1674","ChampionsLeague","Robbie9Fowler"
"1675","ChampionsLeague","LucasLeiva87"
"1676","ChampionsLeague","sterling7"
"1677","ChampionsLeague","LuchoGarcia14"
"1678","ChampionsLeague","EURO2020"
"1679","ChampionsLeague","EAbidalOfficial"
"1680","ChampionsLeague","DuniaMH"
"1681","ChampionsLeague","Josseroodriguez"
"1682","ChampionsLeague","juventusfcen"
"1683","ChampionsLeague","Nesta"
"1684","ChampionsLeague","nachofi1990"
"1685","ChampionsLeague","turkertozar"
"1686","ChampionsLeague","JeseRodriguez10"
"1687","ChampionsLeague","RubendelaRedweb"
"1688","ChampionsLeague","GUTY14HAZ"
"1689","ChampionsLeague","TheRealSalgado"
"1690","ChampionsLeague","UEFAcomRobD"
"1691","ChampionsLeague","Capita70"
"1692","ChampionsLeague","Bundesliga_EN"
"1693","ChampionsLeague","joel_campbell12"
"1694","ChampionsLeague","esmuellert_"
"1695","ChampionsLeague","UEFA"
"1696","ChampionsLeague","Pirlo_official"
"1697","ChampionsLeague","mertesacker"
"1698","ChampionsLeague","JordiAlba"
"1699","ChampionsLeague","MisterLippi"
"1700","ChampionsLeague","IkerCasillas"
"1701","ChampionsLeague","officialcafu"
"1702","ChampionsLeague","JackWilshere"
"1703","ChampionsLeague","UEFAcomMartynH"
"1704","ChampionsLeague","UEFAcomBogdanB"
"1705","ChampionsLeague","BeneHoewedes"
"1706","ChampionsLeague","UEFAcomNicklasV"
"1707","ChampionsLeague","FALCAO"
"1708","ChampionsLeague","SergiRoberto10"
"1709","ChampionsLeague","IamMSilvestre"
"1710","ChampionsLeague","KeithGillespie7"
"1711","ChampionsLeague","S_Kagawa0317"
"1712","ChampionsLeague","JohanCruyff"
"1713","ChampionsLeague","FCBayernEN"
"1714","ChampionsLeague","RIVALDOOFICIAL"
"1715","ChampionsLeague","ziconarede"
"1716","ChampionsLeague","KieranGibbs"
"1717","ChampionsLeague","Ibra_official"
"1718","ChampionsLeague","javigarcia06"
"1719","ChampionsLeague","stevenwyeth"
"1720","ChampionsLeague","adidas"
"1721","ChampionsLeague","UWCL"
"1722","ChampionsLeague","Pele"
"1723","ChampionsLeague","Oficial_RC3"
"1724","ChampionsLeague","LuisFigo"
"1725","ChampionsLeague","santicanizares"
"1726","ChampionsLeague","PatrickKluivert"
"1727","ChampionsLeague","FBaresi"
"1728","ChampionsLeague","UEFAcomBenG"
"1729","ChampionsLeague","CesarAzpi"
"1730","ChampionsLeague","UEFAcomMikeH"
"1731","ChampionsLeague","Rami7oficial"
"1732","ChampionsLeague","BoKrkic"
"1733","ChampionsLeague","BumperGraham"
"1734","ChampionsLeague","UEFAcomDirkV"
"1735","ChampionsLeague","AydinGuvenir"
"1736","ChampionsLeague","MichaelEssien"
"1737","ChampionsLeague","setoo9"
"1738","ChampionsLeague","Sagnaofficial"
"1739","ChampionsLeague","thomasvermaelen"
"1740","ChampionsLeague","ignazioabate20"
"1741","ChampionsLeague","totosalvio8"
"1742","ChampionsLeague","UEFAcomStoyanG"
"1743","ChampionsLeague","DaniCarvajal92"
"1744","ChampionsLeague","AlvaroMorata"
"1745","ChampionsLeague","officialpepe"
"1746","ChampionsLeague","kingarturo23"
"1747","ChampionsLeague","axelwitsel28"
"1748","ChampionsLeague","carras16"
"1749","ChampionsLeague","Robinho"
"1750","ChampionsLeague","FinallyMario"
"1751","ChampionsLeague","joseangel3cote"
"1752","ChampionsLeague","Diego_Reyes13"
"1753","ChampionsLeague","willianborges88"
"1754","ChampionsLeague","R_Albiol"
"1755","ChampionsLeague","Juanfrantorres"
"1756","ChampionsLeague","Koke6"
"1757","ChampionsLeague","filipeluis"
"1758","ChampionsLeague","thibautcourtois"
"1759","ChampionsLeague","Kader_K17"
"1760","ChampionsLeague","EmilianoInsua"
"1761","ChampionsLeague","olitorres10"
"1762","ChampionsLeague","_OlivierGiroud_"
"1763","ChampionsLeague","Fellaini"
"1764","ChampionsLeague","GazpromFootball"
"1765","ChampionsLeague","GaryJCahill"
"1766","ChampionsLeague","Crespo"
"1767","ChampionsLeague","Urby28"
"1768","ChampionsLeague","AntoGriezmann"
"1769","ChampionsLeague","UEFAEURO"
"1770","ChampionsLeague","llorentefer19"
"1771","ChampionsLeague","Twitter"
"1772","ChampionsLeague","thedavidseaman"
"1773","ChampionsLeague","UEFAcomAleM"
"1774","ChampionsLeague","Badstuber"
"1775","ChampionsLeague","StevanJovetic8"
"1776","ChampionsLeague","fizzer18"
"1777","ChampionsLeague","FCBarcelona_es"
"1778","ChampionsLeague","MarceloM12"
"1779","ChampionsLeague","GarethBale11"
"1780","ChampionsLeague","ManUtd"
"1781","ChampionsLeague","dembabafoot"
"1782","ChampionsLeague","themichaelowen"
"1783","ChampionsLeague","Aubameyang7"
"1784","ChampionsLeague","Andre_Schuerrle"
"1785","ChampionsLeague","Atleti"
"1786","ChampionsLeague","PReina25"
"1787","ChampionsLeague","sebastiankehl"
"1788","ChampionsLeague","freddie"
"1789","ChampionsLeague","piresrobert7"
"1790","ChampionsLeague","jenslehmann"
"1791","ChampionsLeague","BSchweinsteiger"
"1792","ChampionsLeague","wembleystadium"
"1793","ChampionsLeague","pierrevh17"
"1794","ChampionsLeague","UEFAcomPhilipR"
"1795","ChampionsLeague","chrisdparrott"
"1796","ChampionsLeague","vancole9"
"1797","ChampionsLeague","Timo_44"
"1798","ChampionsLeague","nurisahin"
"1799","ChampionsLeague","1victorvaldes"
"1800","ChampionsLeague","MarcBartra"
"1801","ChampionsLeague","G_Higuain"
"1802","ChampionsLeague","Fabio_Coentrao"
"1803","ChampionsLeague","RvN1776"
"1804","ChampionsLeague","LucasMoura7"
"1805","ChampionsLeague","UEFAcomElliottL"
"1806","ChampionsLeague","UEFAcomGuilleH"
"1807","ChampionsLeague","UEFAFutsal"
"1808","ChampionsLeague","woodyinho"
"1809","ChampionsLeague","8Selcukinan"
"1810","ChampionsLeague","UEFAUnder21"
"1811","ChampionsLeague","julianobelletti"
"1812","ChampionsLeague","Manuel_Neuer"
"1813","ChampionsLeague","esdavids"
"1814","ChampionsLeague","UEFAWomensEURO"
"1815","ChampionsLeague","pizarrinha"
"1816","ChampionsLeague","UEFAcomFabioB"
"1817","ChampionsLeague","fernandinho"
"1818","ChampionsLeague","andreabarzagli2"
"1819","ChampionsLeague","19SCazorla"
"1820","ChampionsLeague","Heineken"
"1821","ChampionsLeague","PochoLavezzi"
"1822","ChampionsLeague","LGustavo_22"
"1823","ChampionsLeague","dante_bonfim"
"1824","ChampionsLeague","10Ronaldinho"
"1825","ChampionsLeague","J21Calleti"
"1826","ChampionsLeague","adidasUK"
"1827","ChampionsLeague","MastercardUK"
"1828","ChampionsLeague","UEFAcomMichaelH"
"1829","ChampionsLeague","Mastercard"
"1830","ChampionsLeague","Javi8martinez"
"1831","ChampionsLeague","BixeLizarazu"
"1832","ChampionsLeague","yilmazburak17"
"1833","ChampionsLeague","sneijder101010"
"1834","ChampionsLeague","RomarioOnze"
"1835","ChampionsLeague","ECavaniOfficial"
"1836","ChampionsLeague","delpieroale"
"1837","ChampionsLeague","OfficialMonto"
"1838","ChampionsLeague","chiellini"
"1839","ChampionsLeague","Asabob20"
"1840","ChampionsLeague","bonucci_leo19"
"1841","ChampionsLeague","The_real_Gio"
"1842","ChampionsLeague","gianluigibuffon"
"1843","ChampionsLeague","OfficialEl92"
"1844","ChampionsLeague","graemelesaux14"
"1845","ChampionsLeague","ClaMarchisio8"
"1846","ChampionsLeague","CarlosJ_Santos"
"1847","ChampionsLeague","TwitterSports"
"1848","ChampionsLeague","IkerCasillasES"
"1849","ChampionsLeague","realmadriden"
"1850","ChampionsLeague","AFCAjax"
"1851","ChampionsLeague","vdsar1970"
"1852","ChampionsLeague","robtdaly"
"1853","ChampionsLeague","FIFAcom"
"1854","ChampionsLeague","beckenbauer"
"1855","ChampionsLeague","MATUIDIBlaise"
"1856","ChampionsLeague","MrAncelotti"
"1857","ChampionsLeague","Javi_Pastore"
"1858","ChampionsLeague","Pschmeichel1"
"1859","ChampionsLeague","PhilJones4"
"1860","ChampionsLeague","GNev2"
"1861","ChampionsLeague","CH14_"
"1862","ChampionsLeague","luisnani"
"1863","ChampionsLeague","pablo_zabaleta"
"1864","ChampionsLeague","EdDzeko"
"1865","ChampionsLeague","TuitsCopados"
"1866","ChampionsLeague","isco_alarcon"
"1867","ChampionsLeague","AurelienChedjou"
"1868","ChampionsLeague","fabiocannavaro"
"1869","ChampionsLeague","MarioGoetze"
"1870","ChampionsLeague","joe16led"
"1871","ChampionsLeague","DavidLuiz_4"
"1872","ChampionsLeague","Fanorakel"
"1873","ChampionsLeague","R13_official"
"1874","ChampionsLeague","ToniKroos"
"1875","ChampionsLeague","David_Alaba"
"1876","ChampionsLeague","JB17Official"
"1877","ChampionsLeague","Torres"
"1878","ChampionsLeague","GullitR"
"1879","ChampionsLeague","hazardeden10"
"1880","ChampionsLeague","VincentKompany"
"1881","ChampionsLeague","Podolski10"
"1882","ChampionsLeague","TheRealAC3"
"1883","ChampionsLeague","rioferdy5"
"1884","ChampionsLeague","13Szczesny13"
"1885","ChampionsLeague","OfficialVieira"
"1886","ChampionsLeague","aaronramsey"
"1887","ChampionsLeague","NDJ_Official"
"1888","ChampionsLeague","BlindDaley"
"1889","ChampionsLeague","Ryanbabel"
"1890","ChampionsLeague","KJ_Huntelaar"
"1891","ChampionsLeague","Gvanderwiel"
"1892","ChampionsLeague","FrankRonald1970"
"1893","ChampionsLeague","Thiago6"
"1894","ChampionsLeague","Mascherano"
"1895","ChampionsLeague","D_DeGea"
"1896","ChampionsLeague","_Pedro17_"
"1897","ChampionsLeague","DaniAlvesD2"
"1898","ChampionsLeague","juanmata8"
"1899","ChampionsLeague","aguerosergiokun"
"1900","ChampionsLeague","MesutOzil1088"
"1901","ChampionsLeague","aarbeloa17"
"1902","ChampionsLeague","XabiAlonso"
"1903","ChampionsLeague","SergioRamos"
"1904","ChampionsLeague","UEFAcomBerendS"
"1905","ChampionsLeague","KAKA"
"1906","ChampionsLeague","Cristiano"
"1907","ChampionsLeague","cesc4official"
"1908","ChampionsLeague","WayneRooney"
"1909","ChampionsLeague","andybrassell"
"1910","ChampionsLeague","Carles5puyol"
"1911","ChampionsLeague","3gerardpique"
"1912","ChampionsLeague","SamNasri19"
"1913","ChampionsLeague","Persie_Official"
"1914","ChampionsLeague","andresiniesta8"
"1915","ChampionsLeague","Guaje7Villa"
"1916","ChampionsLeague","Alex_OxChambo"
"1917","ChampionsLeague","ctello91"
"1918","ChampionsLeague","21LVA"
"1919","ChampionsLeague","MirkoVucinic"
"1920","ChampionsLeague","UEFAcomPelleR"
"1921","ChampionsLeague","UEFAComPiotrK"
"1922","ChampionsLeague","UEFAcomElvirI"
"1923","ChampionsLeague","UEFAcomChrisB"
"1924","ChampionsLeague","UEFAcomDavidC"
"1925","ChampionsLeague","UEFAcomMarkusJ"
"1926","ChampionsLeague","UEFAcomPaulB"
"1927","ChampionsLeague","UEFAcomOndrejZ"
"1928","ChampionsLeague","UEFAcomPaoloM"
"1929","ChampionsLeague","UEFAcomDelfinR"
"1930","ChampionsLeague","UEFAcomDavidF"
"1931","ChampionsLeague","UEFAcomVassP"
"1932","ChampionsLeague","UEFAcomRichVP"
"1933","ChampionsLeague","UEFAcomSteffenP"
"1934","ChampionsLeague","UEFAcomAlexO"
"1935","ChampionsLeague","CarlosNunezGeek"
"1936","ChampionsLeague","UEFAcomAndyB"
"1937","ChampionsLeague","UEFAcomAndyJ"
"1938","ChampionsLeague","UEFAcomSimonH"
"1939","ChampionsLeague","UEFAcomGrahamH"
"1940","ChampionsLeague","realmadrid"
"1941","ChampionsLeague","PSG_inside"
"1942","ChampionsLeague","ManCity"
"1943","ChampionsLeague","GalatasaraySK"
"1944","ChampionsLeague","zenit_spb"
"1945","ChampionsLeague","FCPorto"
"1946","ChampionsLeague","FCBayern"
"1947","ChampionsLeague","FCBarcelona"
"1948","ChampionsLeague","BVB"
"1949","ChampionsLeague","Arsenal"
"1950","ChampionsLeague","acmilan"
"1951","ChampionsLeague","adidasfootball"
"1952","ChampionsLeague","EuropaLeague"
"1953","ChampionsLeague","UEFAcomSamA"
"1954","ChampionsLeague","UEFAcomKevinA"
"1955","ChampionsLeague","UEFAcomAlfredoR"
"1956","ChampionsLeague","UEFAcomTomK"
"1957","ChampionsLeague","UEFAcomWayneH"
"1958","ChampionsLeague","UEFAcomPaulS"
"1959","ChampionsLeague","UEFAcom"
"1960","FIFAcom","QFA_EN"
"1961","FIFAcom","marceldesailly"
"1962","FIFAcom","BeachSoccer_WW"
"1963","FIFAcom","EvaLongoria"
"1964","FIFAcom","paulpogba"
"1965","FIFAcom","OrdegaF"
"1966","FIFAcom","MarcoVanBasten"
"1967","FIFAcom","World11"
"1968","FIFAcom","abcnews"
"1969","FIFAcom","GreatFaceRadio"
"1970","FIFAcom","emmajonessport"
"1971","FIFAcom","FCBayernUS"
"1972","FIFAcom","FFK_KS"
"1973","FIFAcom","TinoasprillaH"
"1974","FIFAcom","GibraltarFA"
"1975","FIFAcom","chrisbirchall7"
"1976","FIFAcom","OFCChampsLeague"
"1977","FIFAcom","DBUfodbold"
"1978","FIFAcom","Kevin__Davies"
"1979","FIFAcom","affsuzukicup"
"1980","FIFAcom","ceskarepre_eng"
"1981","FIFAcom","fatma_samoura"
"1982","FIFAcom","GeorgianFF"
"1983","FIFAcom","TheIFAB"
"1984","FIFAcom","SundayOOliseh"
"1985","FIFAcom","QuintonFortune"
"1986","FIFAcom","PFCCSKA_en"
"1987","FIFAcom","TonyCottee9"
"1988","FIFAcom","MattElliott01"
"1989","FIFAcom","SAFA_net"
"1990","FIFAcom","BafanaBafana"
"1991","FIFAcom","OlympicFlame"
"1992","FIFAcom","RangersFC"
"1993","FIFAcom","FrenzziiiBull"
"1994","FIFAcom","brandichastain"
"1995","FIFAcom","jyobo234"
"1996","FIFAcom","FIFAMuseum"
"1997","FIFAcom","NorthernIreland"
"1998","FIFAcom","KurtZouma"
"1999","FIFAcom","gh_reza"
"2000","FIFAcom","MateoKova16"
"2001","FIFAcom","lm19official"
"2002","FIFAcom","Rio2016_en"
"2003","FIFAcom","OlympicCh_pt"
"2004","FIFAcom","LMatthaeus10"
"2005","FIFAcom","LucasRadebe"
"2006","FIFAcom","wendelllira"
"2007","FIFAcom","FCPorto"
"2008","FIFAcom","Feyenoord_int"
"2009","FIFAcom","Fenerbahce_EN"
"2010","FIFAcom","bayer04_en"
"2011","FIFAcom","OM_English"
"2012","FIFAcom","BesiktasEnglish"
"2013","FIFAcom","AS_Monaco_EN"
"2014","FIFAcom","LaLigaEN"
"2015","FIFAcom","Ligue1_ENG"
"2016","FIFAcom","ATLUTD"
"2017","FIFAcom","OrlandoCitySC"
"2018","FIFAcom","WatfordFC"
"2019","FIFAcom","NorwichCityFC"
"2020","FIFAcom","afcbournemouth"
"2021","FIFAcom","abir17in"
"2022","FIFAcom","iamathieujeremy"
"2023","FIFAcom","Nesta"
"2024","FIFAcom","WinstonBogarde5"
"2025","FIFAcom","goal"
"2026","FIFAcom","kate_abdo"
"2027","FIFAcom","steveharper37"
"2028","FIFAcom","HNS_CFF"
"2029","FIFAcom","dzokora5"
"2030","FIFAcom","StephanieRoche9"
"2031","FIFAcom","JARiiseOfficial"
"2032","FIFAcom","Amajimbosu17"
"2033","FIFAcom","modoubarrow14"
"2034","FIFAcom","Lauren12arsenal"
"2035","FIFAcom","SashoCirovski"
"2036","FIFAcom","HarryKewell"
"2037","FIFAcom","fedefut_oficial"
"2038","FIFAcom","SportsMemNet"
"2039","FIFAcom","Rafinha"
"2040","FIFAcom","BSchweinsteiger"
"2041","FIFAcom","adidas"
"2042","FIFAcom","adidasoriginals"
"2043","FIFAcom","EASPORTS"
"2044","FIFAcom","EASPORTSFIFA"
"2045","FIFAcom","Ddwyer14"
"2046","FIFAcom","Redknapp"
"2047","FIFAcom","ClubSantosEn"
"2048","FIFAcom","UzbekistanFF_en"
"2049","FIFAcom","GuamFootball"
"2050","FIFAcom","TSorensen1"
"2051","FIFAcom","Klitschko"
"2052","FIFAcom","alanshearer"
"2053","FIFAcom","Ballack"
"2054","FIFAcom","RonaldKoeman"
"2055","FIFAcom","RobertEarnshaw"
"2056","FIFAcom","Freakyfast8"
"2057","FIFAcom","DanielSturridge"
"2058","FIFAcom","AucklandCity_FC"
